ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.8935943841934204 0.8860555291175842 0.9535361528396606 0.9561960697174072 0.03447902202606201 0.029861271381378174 0.9154052734375 0.85009765625   0.00844139857568879 0.038436744888554794 0.003030733310275252 0.8221411168575287 0.2560996115207672
1        0.7602359056472778 0.7037734985351562 0.842679500579834 0.9405871629714966 0.05271202325820923 0.037025243043899536 0.00537109375   0.0029296875    0.015138350033745453 0.07520338883424986 0.009797906782870718 0.9658017328807286 0.9226391315460205
2        0.8594472408294678 0.8513070344924927 0.9343103170394897 0.9472282528877258 0.05452430248260498 0.06348228454589844 0.10546875      0.98406982421875 0.008794890475692818 0.03573822675277264 0.004092270537932777 0.9364028175671896 0.7581335306167603
3        0.8567880988121033 0.7990596294403076 0.8728511929512024 0.9226133823394775 0.040183424949645996 0.027874469757080078 0.00146484375   0.0009765625    0.010839251373734045 0.061017322435226985 0.0023730910445105943 0.9393382583345685 0.8331753611564636
4        0.7894927859306335 0.7880176305770874 0.913870632648468 0.9368889927864075 0.048802852630615234 0.02667003870010376 0.00341796875   0.00048828125   0.009096219519227839 0.049855665767900556 0.005053414546626485 0.9888665676116943 0.981895387172699
5        0.7179194092750549 0.7177717685699463 0.8510744571685791 0.933565080165863 0.05426299571990967 0.05605638027191162 0.682373046875  0.0068359375    0.006717996639400791 0.04412358123043226 0.0020613918776274495 0.9701384476252964 0.9400020837783813
6        0.7547619938850403 0.6725354194641113 0.8551961779594421 0.9293658137321472 0.01644289493560791 0.036915481090545654 0.06005859375   0.796875        0.0037101876251201707 0.06047185201643192 0.0025997260992571 0.8843076328436533 0.5746080875396729
7        0.8325561285018921 0.8351342678070068 0.9338200092315674 0.9301241040229797 0.07231748104095459 0.02101033926010132 0.96405029296875 0.486328125     0.020209584294728092 0.058934892890239315 0.010310258017169508 0.9650122608457293 0.8426321744918823
8        0.8627128601074219 0.7957630157470703 0.9332248568534851 0.923417329788208 0.052995502948760986 0.019375622272491455 0.868896484375  0.70751953125   0.009592407909955789 0.044924841785896306 0.006526682289454114 0.8710281352202097 0.6769402027130127
9        0.8417911529541016 0.8078532218933105 0.9279957413673401 0.9284600019454956 0.057426631450653076 0.035835444927215576 0.978485107421875 0.998347282409668 0.007656602956129136 0.0349493679581808 0.0025637572670768414 0.9121602674325308 0.6589206457138062
10       0.857488751411438 0.8397222757339478 0.9471007585525513 0.9399224519729614 0.047382891178131104 0.03259208798408508 0.14794921875   0.29052734375   0.009268677919258395 0.03551276012782861 0.003974100035848366 0.9852042198181152 0.9573278427124023
11       0.8278645277023315 0.8087257742881775 0.9080692529678345 0.9325813055038452 0.05561918020248413 0.06202876567840576 0.9932899475097656 0.20166015625   0.012657522939139276 0.04414213167999075 0.0073045305367461875 0.9715611219406128 0.9423590302467346
12       0.8095634579658508 0.7657677531242371 0.9175093770027161 0.9213594198226929 0.0677947998046875 0.07750189304351807 0.0126953125    0.14990234375   0.006991548632292235 0.027781624647373774 0.003355571889324075 0.9896675229072571 0.9840751886367798
13       0.7709166407585144 0.7696282267570496 0.8744367361068726 0.9221826791763306 0.05545002222061157 0.03646034002304077 0.980316162109375 0.9909210205078125 0.00773097626986364 0.04004182853145943 0.0035748826879349266 0.9696033994356791 0.9192618131637573
14       0.8752797842025757 0.8183618187904358 0.9219659566879272 0.9316695928573608 0.05335026979446411 0.036212265491485596 0.419921875     0.009765625     0.007313500493068277 0.05184741271860141 0.0045067210037478345 0.9845173188618251 0.9789392948150635
15       0.8649863600730896 0.8168420195579529 0.9631080627441406 0.9421841502189636 0.05290144681930542 0.04434385895729065 0.0458984375    0.04931640625   0.012084751968637463 0.060094987012123124 0.006946563715631193 0.9663597515651158 0.9169421792030334
