ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.6833638548851013 0.7716374397277832 0.8699721693992615 0.9080411195755005 0.037924885749816895 0.06218644976615906 0.6886961460113525 0.7496335506439209 0.5130245089530945 0.9644182324409485 0.7821731567382812 0.8121963143348694 0.8655511140823364 0.01611328125   0.00537109375   0.0028560791007381315 0.05082564936086769 0.00026905611573694763 0.7464811553557714 0.21391561627388
1        0.6970322728157043 0.8015384674072266 0.8336992263793945 0.9200032949447632 0.06357669830322266 0.10887810587882996 0.7347607016563416 0.8147299289703369 0.6300698518753052 0.9463686347007751 0.8090814352035522 0.9772395491600037 0.8774680495262146 0.00048828125   0.00048828125   0.0019925262458183207 0.04614623543549129 8.261183137107356e-05 0.8443678958075387 0.5486159920692444
2        0.6970669031143188 0.7417817115783691 0.845673143863678 0.9103617072105408 0.06241863965988159 0.0690162181854248 0.7619684934616089 0.8214443325996399 0.6061891317367554 0.9625116586685181 0.849044680595398 0.8974617123603821 0.924241304397583 0.00048828125   0.00048828125   0.0011612463856921662 0.0439956139584871 8.26116738016602e-05 0.8034228563308716 0.548616349697113
3        0.718366801738739 0.7899225950241089 0.8617781400680542 0.9145705103874207 0.05527013540267944 0.06298482418060303 0.7908208966255188 0.81108558177948 0.6087246537208557 0.9202479124069214 0.7093275189399719 0.8914761543273926 0.8781651854515076 0.50146484375   0.55859375      0.004107934726659266 0.05335933912908777 0.0002690563723289772 0.882549124104636 0.621070384979248
4        0.7138432860374451 0.7952531576156616 0.8521317839622498 0.9207208752632141 0.025999844074249268 0.07976821064949036 0.7603749632835388 0.8389695882797241 0.6009148955345154 0.979336142539978 0.816836416721344 0.8675791025161743 0.8780165314674377 0.508056640625  0.3984375       0.005552387761185227 0.05702664904800009 0.00026905611573694763 0.8933538368770054 0.6958023905754089
5        0.7656277418136597 0.8470752239227295 0.8810566663742065 0.9269583225250244 0.04839986562728882 0.025645315647125244 0.7666166424751282 0.804477870464325 0.5899900197982788 0.9043193459510803 0.7487969398498535 0.9157818555831909 0.8933454155921936 0.15234375      0.04541015625   0.004256357208400093 0.06067331255528651 0.00026905662892125155 0.8758797347545624 0.6869884729385376
6        0.6422491669654846 0.7232997417449951 0.8749791383743286 0.9085442423820496 0.05620545148849487 0.07129895687103271 0.7307817339897156 0.8088550567626953 0.5945533514022827 0.9309799671173096 0.8190506100654602 0.9280338883399963 0.8908466696739197 0.001953125     0.00048828125   0.0016026554504162706 0.07090245065128374 8.26116738016602e-05 0.8587833841641744 0.548616349697113
7        0.699033796787262 0.7793577909469604 0.8866294622421265 0.9191854000091553 0.05049675703048706 0.10562741756439209 0.7422521710395813 0.8015414476394653 0.6012181639671326 0.9420204162597656 0.7699533104896545 0.9357827305793762 0.9294689893722534 0.00048828125   0.00048828125   0.001661067384900633 0.05197738226809734 8.261183137107356e-05 0.7557485997676849 0.4654737114906311
8        0.6422625184059143 0.7087712287902832 0.8548794984817505 0.9057372212409973 0.055497050285339355 0.0809868574142456 0.7035453915596008 0.7979069948196411 0.5668729543685913 0.9671282172203064 0.814252495765686 0.8151757717132568 0.8934016227722168 0.00537109375   0.00439453125   0.0036442203563181973 0.04845179383363904 0.00026905611573694763 0.8898913065592448 0.6584678888320923
9        0.6744677424430847 0.742478609085083 0.8668248653411865 0.9150853753089905 0.05489879846572876 0.0755106508731842 0.7285403609275818 0.811194896697998 0.5808222889900208 0.9637998342514038 0.8125561475753784 0.8788474798202515 0.9228477478027344 0.001953125     0.00048828125   0.001769698270468182 0.04168987814006699 8.261183137107356e-05 0.8311012864112854 0.5486174821853638
10       0.6221147775650024 0.6919559240341187 0.8116647601127625 0.9031530618667603 0.06093144416809082 0.0953855812549591 0.6614108681678772 0.7659324407577515 0.5388497710227966 0.8904343247413635 0.6534668803215027 0.9511919617652893 0.8393362760543823 0.00146484375   0.0009765625    0.0020438605103253148 0.033036368902319424 7.748320667180936e-05 0.8868960042794546 0.7566639184951782
