ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.8551658391952515 0.8637599945068359 0.9682813882827759 0.9181647896766663 0.03182286024093628 0.02321690320968628 0.8814707398414612 0.9335629940032959 0.8209391236305237 0.9359273910522461 0.8209391236305237 0.9482649564743042 0.9517343640327454 0.00390625      0.00146484375   3.534297157398609e-05 0.0494569545090073 1.9018739408512383e-07 0.8292136258549161 0.5101502537727356
1        0.8484416007995605 0.8448828458786011 0.9445716142654419 0.9202936887741089 0.03156667947769165 0.055670976638793945 0.9171644449234009 0.9741839170455933 0.8670693039894104 0.8828157782554626 0.6844684481620789 0.9924436807632446 0.9745226502418518 0.173828125     0.61767578125   0.0031462757033194405 0.034347179626224654 0.0006250872821676384 0.9613466620445251 0.8459970951080322
2        0.757076621055603 0.7808994650840759 0.9392828345298767 0.8972421884536743 0.040002524852752686 0.06125527620315552 0.8107638359069824 0.9206987619400024 0.7436816692352295 0.9284820556640625 0.7917901277542114 0.9523717761039734 0.9587888717651367 0.4033203125    0.00244140625   5.244696549465416e-05 0.07450874986116075 3.1394331812028734e-07 0.9252291694283485 0.830381453037262
3        0.787750780582428 0.8034635782241821 0.9502924680709839 0.9098648428916931 0.024990081787109375 0.06512057781219482 0.8824738264083862 0.9632646441459656 0.8513497710227966 0.8819666504859924 0.7027894854545593 0.9826329350471497 0.9769738912582397 0.29248046875   0.31689453125   0.0072387249231870825 0.12752486029899854 0.0012985794081200725 0.986101257801056 0.9808573722839355
4        0.8340296745300293 0.8736399412155151 0.9521073698997498 0.9022539258003235 0.023504793643951416 0.01977074146270752 0.8833763599395752 0.9151172637939453 0.799651026725769 0.9210399389266968 0.799651026725769 0.97657310962677 0.983971357345581 0.00244140625   0.001953125     0.001519810978015667 0.05631596735324318 0.0001213969066978192 0.9225095510482788 0.809617280960083
5        0.800873875617981 0.8142863512039185 0.9598399996757507 0.9180175065994263 0.008812248706817627 0.01537179946899414 0.8385887145996094 0.9195316433906555 0.7394709587097168 0.8433411121368408 0.6086744666099548 0.9649350643157959 0.9796231985092163 0.07373046875   0.009765625     0.002108503028944919 0.10659799088077149 0.0009368689490064876 0.9796139895915985 0.9691550731658936
6        0.7832044959068298 0.8200737833976746 0.9704462885856628 0.9027634859085083 0.040470898151397705 0.06514126062393188 0.8358575105667114 0.922234296798706 0.7951900959014893 0.9171711802482605 0.8024662733078003 0.9996220469474792 0.9722583293914795 0.34375         0.0302734375    0.010899191415124663 0.14029399046875624 0.0008644383595351583 0.9547550678253174 0.8115039467811584
7        0.8226516842842102 0.8353490829467773 0.9603774547576904 0.9137789607048035 0.04863399267196655 0.0823931097984314 0.8669630289077759 0.9537667036056519 0.8152564764022827 0.8343261480331421 0.6168647408485413 0.9400660991668701 0.9819905757904053 0.618896484375  0.00634765625   0.003958812135948404 0.024415419779522732 0.0016266451727093348 0.9829046130180359 0.9735867977142334
8        0.8193190097808838 0.8512973189353943 0.970403254032135 0.946620523929596 0.028733432292938232 0.05263543128967285 0.8455038666725159 0.8818801045417786 0.6887491941452026 0.8849422335624695 0.6887491941452026 0.9906342029571533 0.9617059230804443 0.087890625     0.0302734375    0.004443182182885967 0.07975215769602977 0.0013422568792988776 0.968443880478541 0.9161097407341003
9        0.7018436193466187 0.7548044323921204 0.9454464316368103 0.8989887833595276 0.03906381130218506 0.07254219055175781 0.8018929958343506 0.8819591999053955 0.7153744697570801 0.8837097883224487 0.7153744697570801 0.9572365880012512 0.9788788557052612 0.695556640625  0.00146484375   0.005617889850700418 0.1205768433429364 0.001396712984964698 0.8322472535073757 0.4984159767627716
