ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.6875711679458618 0.7589815855026245 0.8712207078933716 0.9015512466430664 0.05420130491256714 0.046813130378723145 0.6938228607177734 0.760086178779602 0.5280536413192749 0.9651439189910889 0.7866156697273254 0.8164036273956299 0.8659964799880981 0.0009765625    0.00048828125   0.0055195014877287025 0.039583433017590604 0.001045012307726761 0.880025839805603 0.6883618235588074
1        0.6700842380523682 0.7892296314239502 0.8534189462661743 0.9185448288917542 0.0686107873916626 0.08036559820175171 0.7224031090736389 0.8050962090492249 0.6215330362319946 0.9663414359092712 0.8715018033981323 0.9502915143966675 0.888669490814209 0.00048828125   0.00048828125   0.0018858562934775326 0.03691961037738911 0.00016252852084287732 0.9081997474034628 0.8165030479431152
2        0.6831223368644714 0.7389259338378906 0.8323771953582764 0.8995172381401062 0.060883283615112305 0.08966797590255737 0.7768228650093079 0.8214443325996399 0.6061891317367554 0.9740250706672668 0.8503769040107727 0.8835171461105347 0.9226441383361816 0.0009765625    0.001953125     0.0009531192431670636 0.04959224573140841 8.26116738016602e-05 0.7166272521018981 0.5407370924949646
3        0.7152853608131409 0.7983124256134033 0.8613072633743286 0.9126174449920654 0.06075376272201538 0.049347102642059326 0.7670873999595642 0.81108558177948 0.6087246537208557 0.9190263152122498 0.7048752903938293 0.8883947134017944 0.8787649869918823 0.50390625      0.29638671875   0.0027412445226692 0.041145030195921674 0.00026905611573694763 0.9257163882255555 0.8712679743766785
4        0.7050125002861023 0.7735891342163086 0.8654966354370117 0.9256869554519653 0.03137010335922241 0.061671435832977295 0.7578241229057312 0.8212677836418152 0.6388446688652039 0.9667935371398926 0.8178726434707642 0.8587483167648315 0.896275520324707 0.718017578125  0.35400390625   0.0075578747641438385 0.059469760584546456 0.0007295521673924971 0.808110386133194 0.5107958912849426
5        0.7632244825363159 0.8099709153175354 0.8885322213172913 0.9242345094680786 0.04770851135253906 0.05474749207496643 0.7805768251419067 0.8338943719863892 0.6466277837753296 0.8826693296432495 0.6919564008712769 0.9133785963058472 0.8870492577552795 0.15185546875   0.4404296875    0.002496037518828382 0.02468632923072887 0.00026905611573694763 0.9047746539115906 0.8303247094154358
6        0.6454032063484192 0.7160301208496094 0.8481501936912537 0.9062225818634033 0.023984670639038086 0.08744370937347412 0.722852885723114 0.8088550567626953 0.5945532917976379 0.9129409790039062 0.7904940843582153 0.9311879277229309 0.8995031714439392 0.005859375     0.0009765625    0.001016255626164153 0.05798935647679903 8.26116738016602e-05 0.8227195978164673 0.5486165881156921
7        0.7363913059234619 0.7942454218864441 0.8964107036590576 0.9234217405319214 0.05551278591156006 0.055763304233551025 0.7799692153930664 0.8037426471710205 0.6075082421302795 0.9394229054450989 0.759647011756897 0.9731402397155762 0.9299828410148621 0.0029296875    0.97564697265625 0.0017163583791910398 0.05564862761198596 8.261183137107356e-05 0.8092236220836639 0.548616349697113
8        0.6884824633598328 0.7652993202209473 0.8610671758651733 0.9091198444366455 0.07089775800704956 0.08480328321456909 0.7528126239776611 0.8088051080703735 0.590825080871582 0.9740042090415955 0.8531064987182617 0.8613957166671753 0.895691454410553 0.67822265625   0.28271484375   0.0028494623946611294 0.04504042176195882 0.00026905611573694763 0.9302851676940918 0.8390926122665405
9        0.7345559000968933 0.7689737677574158 0.8458472490310669 0.9139593243598938 0.06715726852416992 0.05684614181518555 0.7969061732292175 0.811194896697998 0.580822229385376 0.9733551740646362 0.862033486366272 0.9389356374740601 0.942850649356842 0.001953125     0.9856948852539062 0.0009563776015513496 0.03089211973691804 8.26116738016602e-05 0.7822689861059189 0.5486165881156921
